CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2010-01-01;2010-12-31;4.01;Lucro Líquido Consolidado do Período;11330345.0000000000;S
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2011-01-01;2011-12-31;4.01;Lucro Líquido Consolidado do Período;12736912.0000000000;S
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2010-01-01;2010-12-31;4.02;Outros Resultados Abrangentes;167832.0000000000;S
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2011-01-01;2011-12-31;4.02;Outros Resultados Abrangentes;400129.0000000000;S
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2010-01-01;2010-12-31;4.02.01;Ganhos/(Perdas) Líquidos não Realizados;643867.0000000000;N
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2011-01-01;2011-12-31;4.02.01;Ganhos/(Perdas) Líquidos não Realizados;947042.0000000000;N
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2010-01-01;2010-12-31;4.02.02;Reclassificação de Ganhos sobre Ativos Financeiros Disponíveis para Venda Realizados no Exercício;-364147.0000000000;N
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2011-01-01;2011-12-31;4.02.02;Reclassificação de Ganhos sobre Ativos Financeiros Disponíveis para Venda Realizados no Exercício;-445191.0000000000;N
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2010-01-01;2010-12-31;4.02.03;Imposto de Renda e Contribuição Social Relacionados aos Outros Resultados não Realizados;-111888.0000000000;N
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2011-01-01;2011-12-31;4.02.03;Imposto de Renda e Contribuição Social Relacionados aos Outros Resultados não Realizados;-200740.0000000000;N
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2010-01-01;2010-12-31;4.02.04;Ajuste de conversão de investimento no exterior;0.0000000000;N
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2011-01-01;2011-12-31;4.02.04;Ajuste de conversão de investimento no exterior;99018.0000000000;N
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2010-01-01;2010-12-31;4.03;Resultado Abrangente Consolidado do Período;11498177.0000000000;S
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2011-01-01;2011-12-31;4.03;Resultado Abrangente Consolidado do Período;13137041.0000000000;S
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2010-01-01;2010-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;11463841.0000000000;S
00.000.000/0001-91;2011-12-31;4;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2011-01-01;2011-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;13082051.0000000000;S
