CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
00.070.698/0001-11;2022-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01;Caixa Líquido Atividades Operacionais;-385148.0000000000;S
00.070.698/0001-11;2022-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01;Caixa Líquido Atividades Operacionais;198892.0000000000;S
00.070.698/0001-11;2022-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.01;Recebimento de Consumidores;396994.0000000000;N
00.070.698/0001-11;2022-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.01;Recebimento de Consumidores;345792.0000000000;N
00.070.698/0001-11;2022-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.02;Fornecedores - Materiais e Serviços;-63536.0000000000;N
00.070.698/0001-11;2022-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.02;Fornecedores - Materiais e Serviços;-62587.0000000000;N
00.070.698/0001-11;2022-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.03;Fornecedores - Energia Elétrica;-35588.0000000000;N
00.070.698/0001-11;2022-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.03;Fornecedores - Energia Elétrica;-23979.0000000000;N
00.070.698/0001-11;2022-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.04;Outros;9199.0000000000;N
00.070.698/0001-11;2022-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.04;Outros;15080.0000000000;N
00.070.698/0001-11;2022-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.05;Salários e Encargos Sociais;-36959.0000000000;N
00.070.698/0001-11;2022-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.05;Salários e Encargos Sociais;-49752.0000000000;N
00.070.698/0001-11;2022-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.06;Rendimento de Aplicações Financeiras;54310.0000000000;N
00.070.698/0001-11;2022-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.06;Rendimento de Aplicações Financeiras;80309.0000000000;N
00.070.698/0001-11;2022-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.07;Pagamentos de Encargos da Dívida;-1032.0000000000;N
00.070.698/0001-11;2022-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.07;Pagamentos de Encargos da Dívida;-36.0000000000;N
00.070.698/0001-11;2022-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.08;Dividendos e Juros Sobre Capital Próprio Recebidos;47820.0000000000;N
00.070.698/0001-11;2022-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.08;Dividendos e Juros Sobre Capital Próprio Recebidos;50950.0000000000;N
00.070.698/0001-11;2022-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.09;Impostos e Contribuições;-702338.0000000000;N
00.070.698/0001-11;2022-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.09;Impostos e Contribuições;-91304.0000000000;N
00.070.698/0001-11;2022-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.10;Encargos Setoriais;-5814.0000000000;N
00.070.698/0001-11;2022-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.10;Encargos Setoriais;-3863.0000000000;N
00.070.698/0001-11;2022-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.11;Comp. Financ. pela utilização de Recursos Hídricos;0.0000000000;N
00.070.698/0001-11;2022-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.11;Comp. Financ. pela utilização de Recursos Hídricos;-5061.0000000000;N
00.070.698/0001-11;2022-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.12;Depósitos Judiciais;0.0000000000;N
00.070.698/0001-11;2022-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.12;Depósitos Judiciais;-312.0000000000;N
00.070.698/0001-11;2022-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.13;Pagamento de Arredamento;0.0000000000;N
00.070.698/0001-11;2022-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.13;Pagamento de Arredamento;-44679.0000000000;N
00.070.698/0001-11;2022-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.14;Constituição de Caução CCEE;0.0000000000;N
00.070.698/0001-11;2022-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.14;Constituição de Caução CCEE;-1747.0000000000;N
00.070.698/0001-11;2022-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.15;Liberação de Caução CCEE;5472.0000000000;N
00.070.698/0001-11;2022-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.15;Liberação de Caução CCEE;764.0000000000;N
00.070.698/0001-11;2022-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.18;Outras Despesas;-53676.0000000000;N
00.070.698/0001-11;2022-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;ÚLTIMO;2022-01-01;2022-12-31;6.01.18;Outras Despesas;-10683.0000000000;N
00.070.698/0001-11;2022-12-31;1;COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB;014451;DF Consolidado - Demonstração do Fluxo de Caixa (Método Direto);REAL;MIL;PENÚLTIMO;2021-01-01;2021-12-31;6.01.19;Caixa Líquido Proveniente das (Usado nas) Atividades Operacionais Descontinuadas;0.0000000000;N
