CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2022-01-01;2022-12-31;4.01;Lucro ou Prejuízo Líquido do Período;30001179.0000000000;S
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2023-01-01;2023-12-31;4.01;Lucro ou Prejuízo Líquido do Período;33165591.0000000000;S
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2022-01-01;2022-12-31;4.02;Outros Resultados Abrangentes Próprios;228128.0000000000;S
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2023-01-01;2023-12-31;4.02;Outros Resultados Abrangentes Próprios;-8212044.0000000000;S
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2022-01-01;2022-12-31;4.02.01;Valores que serão Reclassificados para o Resultado;-2624867.0000000000;S
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2023-01-01;2023-12-31;4.02.01;Valores que serão Reclassificados para o Resultado;-2264121.0000000000;S
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2022-01-01;2022-12-31;4.02.01.01;Ganhos/(perdas) não realizados sobre ativos financeiros ao VJORA;-814369.0000000000;N
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2023-01-01;2023-12-31;4.02.01.01;Ganhos/(perdas) não realizados sobre ativos financeiros ao VJORA;454431.0000000000;N
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2022-01-01;2022-12-31;4.02.01.02;Ganhos/(perdas) realizados sobre ativos ao VJORA - reclassificados para o resultado;820483.0000000000;N
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2023-01-01;2023-12-31;4.02.01.02;Ganhos/(perdas) realizados sobre ativos ao VJORA - reclassificados para o resultado;-53648.0000000000;N
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2022-01-01;2022-12-31;4.02.01.03;Efeito tributário;-896656.0000000000;N
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2023-01-01;2023-12-31;4.02.01.03;Efeito tributário;350658.0000000000;N
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2022-01-01;2022-12-31;4.02.01.04;Ajustes de conversão de investimentos no exterior;-1743647.0000000000;N
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2023-01-01;2023-12-31;4.02.01.04;Ajustes de conversão de investimentos no exterior;-3050655.0000000000;N
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2022-01-01;2022-12-31;4.02.01.05;Ganhos/(perdas) não realizados sobre hedge de investimento líquido em operação no exterior;17776.0000000000;N
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2023-01-01;2023-12-31;4.02.01.05;Ganhos/(perdas) não realizados sobre hedge de investimento líquido em operação no exterior;66916.0000000000;N
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2022-01-01;2022-12-31;4.02.01.06;Efeito tributário;-8454.0000000000;N
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2023-01-01;2023-12-31;4.02.01.06;Efeito tributário;-31823.0000000000;N
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2022-01-01;2022-12-31;4.02.02;Valores que não serão Reclassificados o para o Resultado;2852995.0000000000;S
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2023-01-01;2023-12-31;4.02.02;Valores que não serão Reclassificados o para o Resultado;-5947923.0000000000;S
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2022-01-01;2022-12-31;4.02.02.01;Ganhos/(perdas) em remensurações relacionadas a planos de benefícios definidos;5405209.0000000000;N
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2023-01-01;2023-12-31;4.02.02.01;Ganhos/(perdas) em remensurações relacionadas a planos de benefícios definidos;-11212661.0000000000;N
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2022-01-01;2022-12-31;4.02.02.02;Efeito tributário;-2552214.0000000000;N
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2023-01-01;2023-12-31;4.02.02.02;Efeito tributário;5264738.0000000000;N
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2022-01-01;2022-12-31;4.03;Participação em Resultados Abrangentes de Invest. Avaliados pelo Método de Equivalência Patrimonial;-28437.0000000000;S
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2023-01-01;2023-12-31;4.03;Participação em Resultados Abrangentes de Invest. Avaliados pelo Método de Equivalência Patrimonial;-360972.0000000000;S
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2022-01-01;2022-12-31;4.03.01;Valores que serão Reclassificados para o Resultado;-28437.0000000000;S
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2023-01-01;2023-12-31;4.03.01;Valores que serão Reclassificados para o Resultado;-360972.0000000000;S
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2022-01-01;2022-12-31;4.03.01.01;Ganhos/(perdas) não realizados sobre ativos financeiros ao VJORA;-108479.0000000000;N
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2023-01-01;2023-12-31;4.03.01.01;Ganhos/(perdas) não realizados sobre ativos financeiros ao VJORA;351305.0000000000;N
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2022-01-01;2022-12-31;4.03.01.02;Ganhos/(perdas) não realizados sobre hedge de fluxo de caixa;-240599.0000000000;N
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2023-01-01;2023-12-31;4.03.01.02;Ganhos/(perdas) não realizados sobre hedge de fluxo de caixa;-100847.0000000000;N
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2022-01-01;2022-12-31;4.03.01.03;Ganhos/(perdas) não realizados em outros resultados abrangentes;160789.0000000000;N
00.000.000/0001-91;2023-12-31;1;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2023-01-01;2023-12-31;4.03.01.03;Ganhos/(perdas) não realizados em outros resultados abrangentes;-508846.0000000000;N
