CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2017-01-01;2017-12-31;4.01;Lucro Líquido Consolidado do Período;12275303.0000000000;S
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2018-01-01;2018-12-31;4.01;Lucro Líquido Consolidado do Período;15086101.0000000000;S
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2017-01-01;2017-12-31;4.02;Outros Resultados Abrangentes;3527751.0000000000;S
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2018-01-01;2018-12-31;4.02;Outros Resultados Abrangentes;-2840686.0000000000;S
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2017-01-01;2017-12-31;4.02.01;Ganhos/(Perdas) Líquidos Não Realizados sobre Ativos Financeiros ao VJORA;1372158.0000000000;N
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2018-01-01;2018-12-31;4.02.01;Ganhos/(Perdas) Líquidos Não Realizados sobre Ativos Financeiros ao VJORA;1012598.0000000000;N
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2017-01-01;2017-12-31;4.02.02;(Ganhos)/Perdas Líquidos Realizados sobre Ativos Financeiros ao VJORA;-471874.0000000000;N
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2018-01-01;2018-12-31;4.02.02;(Ganhos)/Perdas Líquidos Realizados sobre Ativos Financeiros ao VJORA;-405452.0000000000;N
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2017-01-01;2017-12-31;4.02.03;Efeito Fiscal sobre Ativos Financeiros ao VJORA;-196791.0000000000;N
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2018-01-01;2018-12-31;4.02.03;Efeito Fiscal sobre Ativos Financeiros ao VJORA;-523594.0000000000;N
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2017-01-01;2017-12-31;4.02.04;Ganhos/(Perdas) Sobre Ativos Financeiros Disponíveis p/ Venda - Coligadas / Joint Ventures;203131.0000000000;N
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2018-01-01;2018-12-31;4.02.04;Ganhos/(Perdas) Sobre Ativos Financeiros Disponíveis p/ Venda - Coligadas / Joint Ventures;-585176.0000000000;N
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2017-01-01;2017-12-31;4.02.05;Ganhos Não Realizados s/ Hedge de Investimentos Líq. Exterior - Coligadas / Joint Ventures;-11142.0000000000;N
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2018-01-01;2018-12-31;4.02.05;Ganhos Não Realizados s/ Hedge de Investimentos Líq. Exterior - Coligadas / Joint Ventures;-92619.0000000000;N
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2017-01-01;2017-12-31;4.02.06;Efeito Fiscal - Participação no Resultado Coligadas/Joint Ventures;-92464.0000000000;N
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2018-01-01;2018-12-31;4.02.06;Efeito Fiscal - Participação no Resultado Coligadas/Joint Ventures;286194.0000000000;N
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2017-01-01;2017-12-31;4.02.07;Ganhos/(Perdas) em Remensurações de Planos de Benefícios Definidos;5091650.0000000000;N
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2018-01-01;2018-12-31;4.02.07;Ganhos/(Perdas) em Remensurações de Planos de Benefícios Definidos;-2737684.0000000000;N
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2017-01-01;2017-12-31;4.02.08;Efeito fiscal - Planos de Benefícios Definidos;-2043281.0000000000;N
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2018-01-01;2018-12-31;4.02.08;Efeito fiscal - Planos de Benefícios Definidos;1094854.0000000000;N
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2017-01-01;2017-12-31;4.02.09;Ajuste de conversão de investimento no exterior;-323636.0000000000;N
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2018-01-01;2018-12-31;4.02.09;Ajuste de conversão de investimento no exterior;-889807.0000000000;N
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2017-01-01;2017-12-31;4.03;Resultado Abrangente Consolidado do Período;15803054.0000000000;S
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2018-01-01;2018-12-31;4.03;Resultado Abrangente Consolidado do Período;12245415.0000000000;S
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2017-01-01;2017-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;14277709.0000000000;S
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2018-01-01;2018-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;11303531.0000000000;S
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2017-01-01;2017-12-31;4.03.02;Atribuído a Sócios Não Controladores;1525345.0000000000;S
00.000.000/0001-91;2018-12-31;2;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2018-01-01;2018-12-31;4.03.02;Atribuído a Sócios Não Controladores;941884.0000000000;S
00.000.208/0001-00;2018-12-31;2;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2017-01-01;2017-12-31;4.01;Lucro Líquido Consolidado do Período;217806.0000000000;S
00.000.208/0001-00;2018-12-31;2;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2018-01-01;2018-12-31;4.01;Lucro Líquido Consolidado do Período;324211.0000000000;S
