CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
00.000.000/0001-91;2016-12-31;3;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2015-01-01;2015-12-31;4.01;Lucro Líquido Consolidado do Período;15798039.0000000000;S
00.000.000/0001-91;2016-12-31;3;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2016-01-01;2016-12-31;4.01;Lucro Líquido Consolidado do Período;8659577.0000000000;S
00.000.000/0001-91;2016-12-31;3;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2015-01-01;2015-12-31;4.02;Outros Resultados Abrangentes;-7445739.0000000000;S
00.000.000/0001-91;2016-12-31;3;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2016-01-01;2016-12-31;4.02;Outros Resultados Abrangentes;-766624.0000000000;S
00.000.000/0001-91;2016-12-31;3;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2015-01-01;2015-12-31;4.02.01;Ganhos/(Perdas) Líquidos Não Realizados sobre Ativos Financeiros Disponíveis para Venda;-3108144.0000000000;N
00.000.000/0001-91;2016-12-31;3;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2016-01-01;2016-12-31;4.02.01;Ganhos/(Perdas) Líquidos Não Realizados sobre Ativos Financeiros Disponíveis para Venda;2045205.0000000000;N
00.000.000/0001-91;2016-12-31;3;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2015-01-01;2015-12-31;4.02.02;(Ganhos)/Perdas Líquidos Realizados sobre Ativos Financeiros Disponíveis para Venda;596247.0000000000;N
00.000.000/0001-91;2016-12-31;3;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2016-01-01;2016-12-31;4.02.02;(Ganhos)/Perdas Líquidos Realizados sobre Ativos Financeiros Disponíveis para Venda;-128063.0000000000;N
00.000.000/0001-91;2016-12-31;3;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2015-01-01;2015-12-31;4.02.03;Efeito Fiscal sobre Ativos Financeiros Disponíveis para Venda;435761.0000000000;N
00.000.000/0001-91;2016-12-31;3;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2016-01-01;2016-12-31;4.02.03;Efeito Fiscal sobre Ativos Financeiros Disponíveis para Venda;-339305.0000000000;N
00.000.000/0001-91;2016-12-31;3;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2015-01-01;2015-12-31;4.02.04;Ganhos/(Perdas) Sobre Ativos Financeiros Disponíveis p/ Venda - Coligadas / Joint Ventures;-251769.0000000000;N
00.000.000/0001-91;2016-12-31;3;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2016-01-01;2016-12-31;4.02.04;Ganhos/(Perdas) Sobre Ativos Financeiros Disponíveis p/ Venda - Coligadas / Joint Ventures;205355.0000000000;N
00.000.000/0001-91;2016-12-31;3;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2015-01-01;2015-12-31;4.02.05;Ganhos Não Realizados s/ Hedge de Investimentos Líq. Exterior - Coligadas / Joint Ventures;1774.0000000000;N
00.000.000/0001-91;2016-12-31;3;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2016-01-01;2016-12-31;4.02.05;Ganhos Não Realizados s/ Hedge de Investimentos Líq. Exterior - Coligadas / Joint Ventures;-16947.0000000000;N
00.000.000/0001-91;2016-12-31;3;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2015-01-01;2015-12-31;4.02.06;Efeito Fiscal - Participação no Resultado Coligadas/Joint Ventures;118218.0000000000;N
00.000.000/0001-91;2016-12-31;3;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2016-01-01;2016-12-31;4.02.06;Efeito Fiscal - Participação no Resultado Coligadas/Joint Ventures;-90884.0000000000;N
00.000.000/0001-91;2016-12-31;3;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2015-01-01;2015-12-31;4.02.07;Ganhos/(Perdas) em Remensurações de Planos de Benefícios Definidos;-8486480.0000000000;N
00.000.000/0001-91;2016-12-31;3;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2016-01-01;2016-12-31;4.02.07;Ganhos/(Perdas) em Remensurações de Planos de Benefícios Definidos;-2623835.0000000000;N
00.000.000/0001-91;2016-12-31;3;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2015-01-01;2015-12-31;4.02.08;Efeito fiscal - Planos de Benefícios Definidos;3248385.0000000000;N
00.000.000/0001-91;2016-12-31;3;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2016-01-01;2016-12-31;4.02.08;Efeito fiscal - Planos de Benefícios Definidos;1050770.0000000000;N
00.000.000/0001-91;2016-12-31;3;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2015-01-01;2015-12-31;4.02.09;Ajuste de conversão de investimento no exterior;269.0000000000;N
00.000.000/0001-91;2016-12-31;3;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2016-01-01;2016-12-31;4.02.09;Ajuste de conversão de investimento no exterior;-868920.0000000000;N
00.000.000/0001-91;2016-12-31;3;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2015-01-01;2015-12-31;4.03;Resultado Abrangente Consolidado do Período;8352300.0000000000;S
00.000.000/0001-91;2016-12-31;3;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2016-01-01;2016-12-31;4.03;Resultado Abrangente Consolidado do Período;7892953.0000000000;S
00.000.000/0001-91;2016-12-31;3;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2015-01-01;2015-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;6664897.0000000000;S
00.000.000/0001-91;2016-12-31;3;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2016-01-01;2016-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;6580179.0000000000;S
00.000.000/0001-91;2016-12-31;3;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2015-01-01;2015-12-31;4.03.02;Atribuído a Sócios Não Controladores;1687403.0000000000;S
00.000.000/0001-91;2016-12-31;3;BCO BRASIL S.A.;001023;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2016-01-01;2016-12-31;4.03.02;Atribuído a Sócios Não Controladores;1312774.0000000000;S
00.000.208/0001-00;2016-12-31;2;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2015-12-01;2015-12-31;4.01;Lucro Líquido Consolidado do Período;122687.0000000000;S
00.000.208/0001-00;2016-12-31;2;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2016-01-01;2016-12-31;4.01;Lucro Líquido Consolidado do Período;170443.0000000000;S
00.000.208/0001-00;2016-12-31;2;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2015-12-01;2015-12-31;4.02;Outros Resultados Abrangentes;117490.0000000000;S
00.000.208/0001-00;2016-12-31;2;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2016-01-01;2016-12-31;4.02;Outros Resultados Abrangentes;-78517.0000000000;S
00.000.208/0001-00;2016-12-31;2;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2015-12-01;2015-12-31;4.02.01;Ganhos/Perdas Ativos Financeiros Disponveis para Vendas;-6391.0000000000;N
00.000.208/0001-00;2016-12-31;2;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2016-01-01;2016-12-31;4.02.01;Ganhos/Perdas Ativos Financeiros Disponveis para Vendas;2399.0000000000;N
00.000.208/0001-00;2016-12-31;2;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2015-12-01;2015-12-31;4.02.02;Efeito Fiscal;3201.0000000000;N
00.000.208/0001-00;2016-12-31;2;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2016-01-01;2016-12-31;4.02.02;Efeito Fiscal;-1136.0000000000;N
00.000.208/0001-00;2016-12-31;2;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2015-12-01;2015-12-31;4.02.03;Outros Ajustes de Avaliação Patrimonial;120680.0000000000;N
00.000.208/0001-00;2016-12-31;2;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2016-01-01;2016-12-31;4.02.03;Outros Ajustes de Avaliação Patrimonial;-79780.0000000000;N
00.000.208/0001-00;2016-12-31;2;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2015-12-01;2015-12-31;4.03;Resultado Abrangente Consolidado do Período;240177.0000000000;S
00.000.208/0001-00;2016-12-31;2;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2016-01-01;2016-12-31;4.03;Resultado Abrangente Consolidado do Período;91926.0000000000;S
00.000.208/0001-00;2016-12-31;2;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2015-12-01;2015-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;222592.0000000000;S
00.000.208/0001-00;2016-12-31;2;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2016-01-01;2016-12-31;4.03.01;Atribuído a Sócios da Empresa Controladora;62068.0000000000;S
00.000.208/0001-00;2016-12-31;2;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2015-12-01;2015-12-31;4.03.02;Atribuído a Sócios Não Controladores;17585.0000000000;S
00.000.208/0001-00;2016-12-31;2;BRB BANCO DE BRASILIA S.A.;014206;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2016-01-01;2016-12-31;4.03.02;Atribuído a Sócios Não Controladores;29858.0000000000;S
00.001.180/0001-26;2016-12-31;1;CENTRAIS ELET BRAS S.A. - ELETROBRAS;002437;DF Consolidado - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2015-01-01;2015-12-31;4.01;Lucro Líquido Consolidado do Período;-14953658.0000000000;S
