CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;GRUPO_DFP;MOEDA;ESCALA_MOEDA;ORDEM_EXERC;DT_INI_EXERC;DT_FIM_EXERC;CD_CONTA;DS_CONTA;VL_CONTA;ST_CONTA_FIXA
00.000.000/0001-91;2012-12-31;4;BCO BRASIL S.A.;001023;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2011-01-01;2011-12-31;4.01;Lucro Líquido do Período;12247330.0000000000;S
00.000.000/0001-91;2012-12-31;4;BCO BRASIL S.A.;001023;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2012-01-01;2012-12-31;4.01;Lucro Líquido do Período;12309870.0000000000;S
00.000.000/0001-91;2012-12-31;4;BCO BRASIL S.A.;001023;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2011-01-01;2011-12-31;4.02;Outros Resultados Abrangentes;256407.0000000000;S
00.000.000/0001-91;2012-12-31;4;BCO BRASIL S.A.;001023;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2012-01-01;2012-12-31;4.02;Outros Resultados Abrangentes;696512.0000000000;S
00.000.000/0001-91;2012-12-31;4;BCO BRASIL S.A.;001023;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2011-01-01;2011-12-31;4.03;Resultado Abrangente do Período;12503737.0000000000;S
00.000.000/0001-91;2012-12-31;4;BCO BRASIL S.A.;001023;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2012-01-01;2012-12-31;4.03;Resultado Abrangente do Período;13006382.0000000000;S
00.000.208/0001-00;2012-12-31;4;BRB BANCO DE BRASILIA S.A.;014206;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2011-01-01;2011-12-31;4.01;Lucro Líquido do Período;96040.0000000000;S
00.000.208/0001-00;2012-12-31;4;BRB BANCO DE BRASILIA S.A.;014206;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2012-01-01;2012-12-31;4.01;Lucro Líquido do Período;215389.0000000000;S
00.000.208/0001-00;2012-12-31;4;BRB BANCO DE BRASILIA S.A.;014206;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2011-01-01;2011-12-31;4.02;Outros Resultados Abrangentes;-2676.0000000000;S
00.000.208/0001-00;2012-12-31;4;BRB BANCO DE BRASILIA S.A.;014206;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;ÚLTIMO;2012-01-01;2012-12-31;4.02;Outros Resultados Abrangentes;2560.0000000000;S
00.000.208/0001-00;2012-12-31;4;BRB BANCO DE BRASILIA S.A.;014206;DF Individual - Demonstração de Resultado Abrangente;REAL;MIL;PENÚLTIMO;2011-01-01;2011-12-31;4.03;Resultado Abrangente do Período;93364.0000000000;S
